date,platform,spend,revenue,spend_share_of_total,day_of_week,is_weekend,spend_lag_1,spend_lag_7,spend_lag_14,spend_rolling_mean_7d,revenue_rolling_mean_7d,spend_rolling_mean_14d,revenue_rolling_mean_14d,spend_rolling_mean_30d,revenue_rolling_mean_30d
2025-05-08,Bing Ads,36.65,193.36,0.026171001111322104,Thursday,False,26.93,26.06,28.07,26.155714285714286,58.769999999999996,26.377857142857145,50.30642857142857,26.511666666666667,52.016
2025-05-09,Bing Ads,39.54,0.0,0.029696539690474137,Friday,False,36.65,25.06,25.939999999999998,27.66857142857143,86.39285714285714,26.990714285714283,59.732142857142854,26.473666666666663,51.31333333333334
2025-05-10,Bing Ads,33.669999999999995,260.88,0.025215869184210652,Saturday,True,39.54,23.06,25.0,29.737142857142857,86.39285714285714,27.962142857142855,56.93142857142857,26.959999999999997,51.31333333333334
2025-05-11,Bing Ads,28.31,0.0,0.0198681019801813,Sunday,True,33.669999999999995,27.849999999999998,27.06,31.252857142857142,99.79285714285713,28.58142857142857,68.32714285714285,27.26033333333333,55.81933333333333
2025-05-12,Bing Ads,41.85,0.0,0.026239924050210795,Monday,False,28.31,28.299999999999997,27.42,31.318571428571428,92.12285714285713,28.67071428571428,68.32714285714285,27.334333333333333,55.81933333333333
2025-05-13,Bing Ads,39.620000000000005,51.19,0.02841637410460325,Tuesday,False,41.85,25.83,25.86,33.25428571428571,85.30428571428571,29.701428571428572,64.49142857142857,28.133333333333333,55.81933333333333
2025-05-14,Bing Ads,41.510000000000005,0.0,0.02835037220070604,Wednesday,False,39.620000000000005,26.93,26.85,35.22428571428571,92.61714285714285,30.684285714285714,68.14785714285713,28.619666666666664,57.525666666666666
2025-05-15,Bing Ads,26.57,92.47,0.02506871715601784,Thursday,False,41.510000000000005,36.65,26.06,37.30714285714286,72.20428571428572,31.73142857142857,65.48714285714286,28.958000000000002,50.900999999999996
2025-05-16,Bing Ads,23.03,99.66,0.02582655184956997,Friday,False,26.57,39.54,25.06,35.86714285714286,57.79142857142857,31.76785714285714,72.09214285714286,28.848666666666666,52.426
2025-05-17,Bing Ads,21.46,0.0,0.020753557876185217,Saturday,True,23.03,33.669999999999995,23.06,33.50857142857143,72.02857142857142,31.62285714285714,79.21071428571429,28.868333333333332,55.748000000000005
2025-05-18,Bing Ads,21.04,0.0,0.02189047737838536,Sunday,True,21.46,28.31,27.849999999999998,31.764285714285716,34.75999999999999,31.508571428571425,67.27642857142857,28.651666666666667,55.748000000000005
2025-05-19,Bing Ads,57.720000000000006,0.0,0.03407834481465066,Monday,False,21.04,41.85,28.299999999999997,30.725714285714286,34.75999999999999,31.022142857142857,63.44142857142856,28.432000000000002,51.67933333333334
2025-05-20,Bing Ads,78.16,40.55,0.04682937728727821,Tuesday,False,57.720000000000006,39.620000000000005,25.83,32.99285714285715,34.75999999999999,33.12357142857143,60.03214285714286,29.617666666666665,50.669000000000004
2025-05-21,Bing Ads,67.25,67.72,0.03739214118720944,Wednesday,False,78.16,41.510000000000005,26.93,38.49857142857143,33.239999999999995,36.86142857142857,62.92857142857143,31.370333333333335,52.02066666666667
2025-05-22,Bing Ads,74.86,0.0,0.046012486130417765,Thursday,False,67.25,26.57,36.65,42.175714285714285,42.914285714285704,39.74142857142857,57.559285714285714,32.53333333333333,54.278000000000006
2025-05-23,Bing Ads,67.11,0.0,0.041067364635871226,Friday,False,74.86,23.03,39.54,49.07428571428572,29.704285714285707,42.47071428571429,43.74785714285714,34.37133333333333,50.33733333333334
2025-05-24,Bing Ads,61.580000000000005,234.9,0.03585998328485701,Saturday,True,67.11,21.46,33.669999999999995,55.371428571428574,15.467142857142848,44.440000000000005,43.74785714285714,35.587999999999994,50.33733333333334
2025-05-25,Bing Ads,62.03,101.47,0.03912279932811036,Sunday,True,61.580000000000005,21.04,28.31,61.10285714285715,49.02428571428571,46.433571428571426,41.89214285714286,36.705000000000005,56.120666666666665
2025-05-26,Bing Ads,76.47,58.81,0.07739262472150901,Monday,False,62.03,57.720000000000006,41.85,66.95857142857143,63.51999999999999,48.84214285714286,49.14,37.908,58.196
2025-05-27,Bing Ads,41.4,25.52,0.05318766654942126,Tuesday,False,76.47,78.16,39.620000000000005,69.63714285714286,71.92142857142856,51.315000000000005,53.340714285714284,39.623666666666665,56.778333333333336
2025-05-28,Bing Ads,56.35999999999999,0.0,0.0752231324853006,Wednesday,False,41.4,67.25,41.510000000000005,64.38571428571429,69.7742857142857,51.44214285714286,51.50714285714285,40.10166666666667,57.629000000000005
2025-05-29,Bing Ads,64.01,46.78,0.0785442781895258,Thursday,False,56.35999999999999,74.86,26.57,62.83,60.09999999999999,52.50285714285714,51.50714285714285,41.06633333333333,55.839000000000006
2025-05-30,Bing Ads,81.33,53.68,0.11880194040773721,Friday,False,64.01,67.11,23.03,61.279999999999994,66.78285714285714,55.17714285714286,48.243571428571435,42.338,57.39833333333333
2025-05-31,Bing Ads,69.51,0.0,0.10566508991428769,Saturday,True,81.33,61.580000000000005,21.46,63.31142857142858,74.45142857142856,59.34142857142857,44.95928571428571,44.153999999999996,57.946000000000005
2025-06-01,Bing Ads,52.34,0.0,0.067138605569311,Sunday,True,69.51,62.03,21.04,64.44428571428571,40.89428571428571,62.77357142857142,44.95928571428572,45.602333333333334,57.946000000000005
2025-06-02,Bing Ads,79.86999999999999,259.74,0.10922306978856385,Monday,False,52.34,76.47,57.720000000000006,63.06,26.398571428571415,65.00928571428571,44.95928571428572,46.51166666666667,57.946000000000005
2025-06-03,Bing Ads,50.52,0.0,0.056036226040304005,Tuesday,False,79.86999999999999,41.4,78.16,63.54571428571428,55.10285714285713,66.59142857142857,63.51214285714286,48.40533333333334,61.034666666666666
2025-06-04,Bing Ads,49.85,0.0,0.054489657335083846,Wednesday,False,50.52,56.35999999999999,67.25,64.84857142857143,51.45714285714285,64.61714285714285,60.61571428571428,49.160999999999994,59.245
2025-06-05,Bing Ads,53.07,32.06,0.05572373634386914,Thursday,False,49.85,64.01,74.86,63.91857142857143,51.45714285714285,63.37428571428571,55.778571428571425,49.879333333333335,57.653999999999996
2025-06-06,Bing Ads,39.870000000000005,231.98,0.04198720489058201,Friday,False,53.07,81.33,67.11,62.355714285714285,49.3542857142857,61.81785714285714,58.06857142857143,50.787333333333336,58.72266666666667
2025-06-07,Bing Ads,23.18,35.95,0.0248915568667037,Saturday,True,39.870000000000005,69.51,61.580000000000005,56.43285714285714,74.82571428571427,59.87214285714286,74.63857142857144,51.218666666666664,61.69233333333334
2025-06-08,Bing Ads,21.619999999999997,0.0,0.02247678562337384,Sunday,True,23.18,52.34,62.03,49.81428571428571,79.96142857142856,57.12928571428572,60.42785714285714,50.769666666666666,56.44533333333333
2025-06-09,Bing Ads,50.449999999999996,0.0,0.05013444841727568,Monday,False,21.619999999999997,79.86999999999999,76.47,45.425714285714285,79.96142857142856,54.24285714285714,53.18,50.17233333333333,56.44533333333333
2025-06-10,Bing Ads,34.599999999999994,304.19,0.030643950451445787,Tuesday,False,50.449999999999996,50.52,41.4,41.222857142857144,42.85571428571427,52.384285714285724,48.979285714285716,50.73166666666667,47.74933333333333
2025-06-11,Bing Ads,40.39,58.88,0.0465026937091179,Wednesday,False,34.599999999999994,49.85,56.35999999999999,38.94857142857143,86.31142857142855,51.89857142857142,68.88428571428572,50.94133333333333,57.889
2025-06-12,Bing Ads,51.35,58.72,0.06646607984707505,Thursday,False,40.39,53.07,64.01,37.597142857142856,94.72285714285714,50.75785714285714,73.09,50.89266666666666,59.851666666666674
2025-06-13,Bing Ads,44.3,0.0,0.056817884640707,Friday,False,51.35,39.870000000000005,81.33,37.35142857142857,98.53142857142856,49.85357142857142,73.94285714285715,51.28366666666667,60.10266666666667
2025-06-14,Bing Ads,26.36,0.0,0.03341780350850046,Saturday,True,44.3,23.18,69.51,37.98428571428571,65.39142857142856,47.20857142857143,70.10857142857142,51.376666666666665,60.10266666666667
2025-06-15,Bing Ads,29.28,52.08,0.037704898404318656,Sunday,True,26.36,21.619999999999997,52.34,38.43857142857143,60.25571428571427,44.12642857142857,70.10857142857142,51.36966666666667,57.02033333333334
2025-06-16,Bing Ads,30.939999999999998,78.58,0.03826110797748157,Monday,False,29.28,50.449999999999996,79.86999999999999,39.53285714285714,67.69571428571427,42.479285714285716,73.82857142857142,51.577999999999996,55.434333333333335
2025-06-17,Bing Ads,26.92,113.53,0.0313030204356513,Tuesday,False,30.939999999999998,34.599999999999994,50.52,36.74571428571428,78.92142857142855,38.98428571428571,60.88857142857143,51.894,58.053666666666665
2025-06-18,Bing Ads,52.04,36.97,0.05915547744334692,Wednesday,False,26.92,40.39,49.85,35.64857142857143,51.68428571428569,37.298571428571435,68.99785714285714,52.09,61.837999999999994
2025-06-19,Bing Ads,51.739999999999995,0.0,0.059401747254061235,Thursday,False,52.04,51.35,53.07,37.31285714285714,48.5542857142857,37.455,71.63857142857144,51.900666666666666,63.07033333333333
2025-06-20,Bing Ads,48.06,61.47,0.05572601042414277,Friday,False,51.739999999999995,44.3,39.870000000000005,37.36857142857143,40.165714285714266,37.36,69.34857142857143,51.02,61.718666666666664
2025-06-21,Bing Ads,29.93,51.27,0.03751715349000663,Saturday,True,48.06,26.36,23.18,37.90571428571429,48.94714285714284,37.945,57.169285714285714,50.380333333333326,61.51033333333333
2025-06-22,Bing Ads,32.550000000000004,0.0,0.03607620650081338,Sunday,True,29.93,29.28,21.619999999999997,38.41571428571428,56.27142857142855,38.42714285714286,58.263571428571424,48.882666666666665,63.21933333333333
2025-06-23,Bing Ads,31.97,0.0,0.029433446723975947,Monday,False,32.550000000000004,30.939999999999998,50.449999999999996,38.88285714285714,48.83142857142855,39.207857142857144,58.263571428571424,47.73066666666667,63.21933333333333
2025-06-24,Bing Ads,30.39,108.81,0.03144427562187496,Tuesday,False,31.97,26.92,34.599999999999994,39.029999999999994,37.60571428571427,37.887857142857136,58.263571428571424,46.74366666666666,55.389333333333326
2025-06-25,Bing Ads,19.9,28.91,0.01939803535157814,Wednesday,False,30.39,52.04,40.39,39.52571428571429,36.931428571428555,37.58714285714286,44.30785714285714,45.689,55.634
2025-06-26,Bing Ads,31.34,0.0,0.02794229121213746,Thursday,False,19.9,51.739999999999995,51.35,34.934285714285714,35.77999999999999,36.123571428571424,42.167142857142856,43.80333333333333,54.63733333333333
2025-06-27,Bing Ads,15.260000000000002,94.62,0.015670389736989802,Friday,False,31.34,48.06,44.3,32.02,35.77999999999999,34.69428571428572,37.972857142857144,43.467999999999996,53.78666666666666
2025-06-28,Bing Ads,11.41,60.18,0.01288685230842654,Saturday,True,15.260000000000002,29.93,26.36,27.334285714285716,40.515714285714274,32.62,44.73142857142857,42.098,56.940666666666665
2025-06-29,Bing Ads,9.7,0.0,0.00923712874411884,Sunday,True,11.41,32.550000000000004,29.28,24.68857142857143,41.78857142857141,31.552142857142858,49.029999999999994,40.34466666666666,57.38733333333333
2025-06-30,Bing Ads,13.46,259.83000000000004,0.016196152999974737,Monday,False,9.7,31.97,30.939999999999998,21.42428571428571,41.78857142857141,30.153571428571432,45.31,37.957,55.59799999999999
2025-07-01,Bing Ads,13.350000000000001,55.3,0.015444138241362931,Tuesday,False,13.46,30.39,26.92,18.78,78.90714285714284,28.905,58.25642857142857,36.08866666666667,64.259
2025-07-02,Bing Ads,21.79,0.0,0.023035560734061433,Wednesday,False,13.350000000000001,19.9,52.04,16.345714285714287,71.26285714285713,27.935714285714287,54.097142857142856,34.788999999999994,66.10233333333333
2025-07-03,Bing Ads,16.96,112.35,0.01797724882702824,Thursday,False,21.79,31.34,51.739999999999995,16.615714285714287,67.13285714285713,25.775,51.45642857142857,32.853,57.44433333333333
2025-07-04,Bing Ads,23.58,129.93,0.0261685774119201,Friday,False,16.96,15.260000000000002,48.06,14.561428571428573,83.18285714285712,23.29071428571429,59.48142857142857,31.734333333333332,61.18933333333333
2025-07-05,Bing Ads,28.71,56.69,0.026349848182518305,Saturday,True,23.58,11.41,29.93,15.75,88.22714285714285,21.542142857142856,64.37142857142858,30.858666666666668,65.52033333333333
2025-07-06,Bing Ads,18.78,0.0,0.016579294856864463,Sunday,True,28.71,9.7,32.550000000000004,18.22142857142857,87.72857142857141,21.455000000000002,64.75857142857143,30.046666666666667,66.34133333333334
2025-07-07,Bing Ads,26.33,0.0,0.02785289437874197,Monday,False,18.78,13.46,31.97,19.518571428571427,87.72857142857141,20.47142857142857,64.75857142857143,29.343666666666664,58.608666666666664
2025-07-08,Bing Ads,22.13,94.11,0.024553047332514778,Tuesday,False,26.33,13.350000000000001,30.39,21.357142857142858,50.60999999999998,20.068571428571428,64.75857142857143,29.448666666666668,57.41033333333334
2025-07-09,Bing Ads,21.81,104.30000000000001,0.025963053365594357,Wednesday,False,22.13,21.79,19.9,22.611428571428572,56.1542857142857,19.478571428571428,63.708571428571425,29.465666666666667,60.547333333333334
2025-07-10,Bing Ads,20.5,0.0,0.025383440047523447,Thursday,False,21.81,16.96,31.34,22.614285714285717,71.0542857142857,19.615000000000002,69.09357142857142,28.511,64.024
2025-07-11,Bing Ads,33.24,0.0,0.039176341833345105,Friday,False,20.5,23.58,15.260000000000002,23.12,55.0042857142857,18.840714285714284,69.09357142857142,28.041,53.88433333333333
2025-07-12,Bing Ads,30.32,0.0,0.034115243423361655,Saturday,True,33.24,28.71,11.41,24.5,36.44285714285713,20.125,62.334999999999994,27.802666666666667,51.92166666666666
2025-07-13,Bing Ads,16.07,0.0,0.014778265791918032,Sunday,True,30.32,18.78,9.7,24.73,28.3442857142857,21.475714285714282,58.03642857142857,27.10166666666667,49.96433333333333
2025-07-14,Bing Ads,36.13,71.9,0.035089711158736665,Monday,False,16.07,26.33,13.46,24.342857142857145,28.3442857142857,21.930714285714284,58.03642857142857,26.160666666666664,49.96433333333333
2025-07-15,Bing Ads,46.099999999999994,0.0,0.049720165954222705,Tuesday,False,36.13,22.13,13.350000000000001,25.74285714285714,38.61571428571427,23.55,44.612857142857145,26.486333333333334,52.361
2025-07-16,Bing Ads,43.459999999999994,62.0,0.041422571503478986,Wednesday,False,46.099999999999994,21.81,21.79,29.167142857142856,25.171428571428553,25.889285714285712,40.66285714285715,27.047,50.625
2025-07-17,Bing Ads,39.17,33.54,0.041850385666155086,Thursday,False,43.459999999999994,20.5,16.96,32.26,19.128571428571412,27.437142857142856,45.09142857142858,27.464333333333336,50.07233333333333
2025-07-18,Bing Ads,45.39,0.0,0.04340060572558804,Friday,False,39.17,33.24,23.58,34.927142857142854,23.919999999999984,29.023571428571426,39.46214285714286,27.872666666666664,47.406
2025-07-19,Bing Ads,24.37,0.0,0.021802162005624917,Saturday,True,45.39,30.32,28.71,36.66285714285714,23.919999999999984,30.58142857142857,30.181428571428572,27.651,46.17366666666667
2025-07-20,Bing Ads,23.07,0.0,0.019499735329762725,Sunday,True,24.37,16.07,18.78,35.81285714285714,23.919999999999984,30.271428571428572,26.13214285714286,26.738666666666667,46.17366666666667
2025-07-21,Bing Ads,35.540000000000006,133.97,0.032433268814064706,Monday,False,23.07,36.13,26.33,36.81285714285714,23.919999999999984,30.57785714285714,26.13214285714286,25.90566666666667,44.12466666666667
2025-07-22,Bing Ads,30.05,43.66,0.028790546543467244,Tuesday,False,35.540000000000006,46.099999999999994,22.13,36.728571428571435,32.78714285714284,31.235714285714288,35.70142857142857,26.092666666666666,46.88133333333334
2025-07-23,Bing Ads,49.4,94.25,0.044159602256643636,Wednesday,False,30.05,43.459999999999994,21.81,34.43571428571429,39.02428571428569,31.801428571428573,32.097857142857144,26.009333333333334,48.33666666666667
2025-07-24,Bing Ads,47.559999999999995,0.0,0.049083322662750395,Thursday,False,49.4,39.17,20.5,35.284285714285716,43.63142857142855,33.77214285714286,31.38,26.590333333333334,51.47833333333334
2025-07-25,Bing Ads,39.050000000000004,356.77,0.040976451998845184,Friday,False,47.559999999999995,45.39,33.24,36.48285714285715,38.83999999999998,35.705,31.38,27.162666666666667,47.85133333333333
2025-07-26,Bing Ads,20.09,46.23,0.022025225950642626,Saturday,True,39.050000000000004,24.37,30.32,35.57714285714286,89.80714285714284,36.12,56.863571428571426,27.801,58.78
2025-07-27,Bing Ads,23.490000000000006,91.87,0.019083353729056913,Sunday,True,20.09,23.07,16.07,34.965714285714284,96.41142857142856,35.38928571428571,60.16571428571428,27.426,60.321000000000005
2025-07-28,Bing Ads,49.669999999999995,128.71,0.03709047822957952,Monday,False,23.490000000000006,35.540000000000006,36.13,35.02571428571429,109.53571428571426,35.919285714285714,66.72785714285713,27.700333333333333,60.22933333333333
2025-07-29,Bing Ads,29.0,0.0,0.025676207402890807,Tuesday,False,49.669999999999995,30.05,46.099999999999994,37.044285714285714,108.78428571428572,36.886428571428574,70.78571428571429,28.975666666666665,62.51366666666667
2025-07-30,Bing Ads,31.59,0.0,0.029708321303336234,Wednesday,False,29.0,49.4,43.459999999999994,36.894285714285715,102.54714285714284,35.665,70.78571428571429,29.618999999999996,62.51366666666667
2025-07-31,Bing Ads,22.82,72.91,0.02304185115962362,Thursday,False,31.59,47.559999999999995,39.17,34.35,89.08285714285714,34.817142857142855,66.35714285714286,30.223333333333333,53.852666666666664
2025-08-01,Bing Ads,39.39,33.39,0.03848663587134576,Friday,False,22.82,39.050000000000004,45.39,30.815714285714286,99.49857142857141,33.64928571428572,69.16928571428572,30.539,54.43966666666667
2025-08-02,Bing Ads,34.60999999999999,0.0,0.03233989130451337,Saturday,True,39.39,20.09,24.37,30.864285714285717,53.30142857142856,33.22071428571429,71.55428571428571,31.125666666666667,55.55266666666667
2025-08-03,Bing Ads,20.93,131.23,0.01753990663131426,Sunday,True,34.60999999999999,23.490000000000006,23.07,32.93857142857143,46.69714285714284,33.95214285714285,71.55428571428571,31.714000000000002,51.80766666666667
2025-08-04,Bing Ads,51.059999999999995,66.43,0.04585337375792866,Monday,False,20.93,49.669999999999995,35.540000000000006,32.57285714285714,52.319999999999986,33.799285714285716,80.92785714285715,31.625666666666667,51.851
2025-08-05,Bing Ads,46.22,53.39,0.04793021541488677,Tuesday,False,51.059999999999995,29.0,30.05,32.771428571428565,43.422857142857126,34.90785714285714,76.10357142857143,32.370666666666665,52.175666666666665
2025-08-06,Bing Ads,34.089999999999996,134.39000000000001,0.034546654608475585,Wednesday,False,46.22,31.59,49.4,35.231428571428566,51.049999999999976,36.06285714285714,76.79857142857142,33.285333333333334,53.95533333333333
2025-08-07,Bing Ads,41.1,61.13,0.04675664963031446,Thursday,False,34.089999999999996,22.82,47.559999999999995,35.58857142857143,70.24857142857141,34.96928571428571,79.66571428571429,33.544,58.434999999999995
2025-08-08,Bing Ads,47.21,0.0,0.058151339144660294,Friday,False,41.1,39.39,39.050000000000004,38.199999999999996,68.56571428571428,34.50785714285714,84.03214285714286,34.17633333333333,57.335666666666675
2025-08-09,Bing Ads,30.93,64.43,0.0337878066794843,Saturday,True,47.21,34.60999999999999,20.09,39.317142857142855,63.79571428571427,35.090714285714284,58.54857142857143,35.023,53.85900000000001
2025-08-10,Bing Ads,28.270000000000003,38.78,0.029996900822495714,Sunday,True,30.93,20.93,23.490000000000006,38.791428571428575,72.99999999999999,35.865,59.84857142857144,35.370666666666665,56.00666666666667
2025-08-11,Bing Ads,29.740000000000002,52.09,0.031708298157051125,Monday,False,28.270000000000003,51.059999999999995,49.669999999999995,39.839999999999996,59.79285714285714,36.20642857142857,56.056428571428576,35.205000000000005,57.29933333333334
2025-08-12,Bing Ads,8.43,0.0,0.00819182454452836,Tuesday,False,29.740000000000002,46.22,29.0,36.794285714285714,57.7442857142857,34.78285714285714,50.58357142857143,35.18566666666667,59.03566666666667
2025-08-13,Bing Ads,55.73,38.87,0.04696247725201814,Wednesday,False,8.43,34.089999999999996,31.59,31.395714285714284,50.117142857142845,33.31357142857143,50.58357142857143,34.931,59.03566666666667
2025-08-14,Bing Ads,27.490000000000002,24.38,0.025875303122846093,Thursday,False,55.73,41.1,22.82,34.487142857142864,36.471428571428554,35.03785714285714,53.36,35.58433333333333,57.934666666666665
2025-08-15,Bing Ads,39.3,54.93,0.03489302940309068,Friday,False,27.490000000000002,47.21,39.39,32.542857142857144,31.221428571428557,35.37142857142857,49.89357142857143,34.964000000000006,58.74733333333334
2025-08-16,Bing Ads,25.96,0.0,0.025044006061745384,Saturday,True,39.3,30.93,34.60999999999999,31.412857142857145,39.06857142857142,35.364999999999995,51.432142857142864,34.82533333333333,58.51166666666666
2025-08-17,Bing Ads,55.86,0.0,0.04618633308552042,Sunday,True,25.96,28.270000000000003,20.93,30.702857142857145,29.8642857142857,34.74714285714286,51.432142857142864,34.385,57.39366666666667
2025-08-18,Bing Ads,68.28999999999999,0.0,0.05341045704262715,Monday,False,55.86,29.740000000000002,51.059999999999995,34.644285714285715,24.324285714285697,37.24214285714286,42.05857142857143,34.734,57.39366666666667
2025-08-19,Bing Ads,65.46,95.23,0.05553170870492516,Tuesday,False,68.28999999999999,8.43,46.22,40.15142857142856,16.882857142857127,38.472857142857144,37.313571428571436,36.198,57.39366666666667
2025-08-20,Bing Ads,84.38,55.97,0.08393475616717584,Wednesday,False,65.46,55.73,34.089999999999996,48.29857142857143,30.48714285714284,39.847142857142856,40.30214285714286,37.611000000000004,60.568
2025-08-21,Bing Ads,46.9,0.0,0.05294776008260374,Thursday,False,84.38,27.490000000000002,41.1,52.39142857142857,32.929999999999986,43.43928571428571,34.700714285714284,39.239,57.967999999999996
2025-08-22,Bing Ads,50.48,0.0,0.0519692595282258,Friday,False,46.9,39.3,47.21,55.16428571428571,29.44714285714284,43.853571428571435,30.334285714285716,39.800666666666665,56.51266666666666
2025-08-23,Bing Ads,56.07000000000001,153.31,0.05135596024795149,Saturday,True,50.48,25.96,30.93,56.76142857142857,21.599999999999984,44.08714285714286,30.334285714285716,39.83666666666667,53.370999999999995
2025-08-24,Bing Ads,27.970000000000002,0.0,0.023581652427611906,Sunday,True,56.07000000000001,55.86,28.270000000000003,61.06285714285714,43.501428571428555,45.88285714285714,36.68285714285714,40.12033333333333,58.48133333333333
2025-08-25,Bing Ads,75.72000000000001,50.96,0.06949236071864431,Monday,False,27.970000000000002,68.28999999999999,29.740000000000002,57.07857142857143,43.501428571428555,45.86142857142857,33.91285714285714,39.751,46.589000000000006
2025-08-26,Bing Ads,54.86999999999999,172.35,0.05781818400917458,Tuesday,False,75.72000000000001,65.46,8.43,58.13999999999999,50.78142857142855,49.145714285714284,33.832142857142856,41.605333333333334,46.74666666666666
2025-08-27,Bing Ads,60.76,50.27,0.06492904002886646,Wednesday,False,54.86999999999999,84.38,55.73,56.62714285714286,61.798571428571414,52.462857142857146,46.142857142857146,42.65133333333333,49.42933333333334
2025-08-28,Bing Ads,58.78,52.99,0.07926572632684584,Thursday,False,60.76,46.9,27.490000000000002,53.25285714285714,60.9842857142857,52.82214285714286,46.957142857142856,43.020999999999994,46.81466666666667
2025-08-29,Bing Ads,30.6,0.0,0.03297024509724644,Friday,False,58.78,50.48,39.3,54.95,68.5542857142857,55.05714285714286,49.00071428571429,44.01366666666666,48.581
2025-08-30,Bing Ads,27.41,43.14,0.030250762765368016,Saturday,True,30.6,56.07000000000001,25.96,52.11,68.5542857142857,54.43571428571429,45.07714285714286,43.98066666666667,48.581
2025-08-31,Bing Ads,22.330000000000002,0.0,0.02577102780637465,Sunday,True,27.41,27.970000000000002,55.86,48.01571428571429,52.81571428571427,54.53928571428571,48.15857142857143,44.13366666666666,47.58866666666666
2025-09-01,Bing Ads,38.98,295.43,0.03697085318187044,Monday,False,22.330000000000002,75.72000000000001,68.28999999999999,47.209999999999994,52.81571428571427,52.144285714285715,48.15857142857143,43.565000000000005,46.47566666666667
2025-09-02,Bing Ads,49.84,56.17,0.04686825695765622,Tuesday,False,38.98,54.86999999999999,65.46,41.96142857142858,87.73999999999998,50.050714285714285,69.26071428571429,43.710666666666675,56.32333333333334
2025-09-03,Bing Ads,39.85,116.44,0.04102665902213892,Wednesday,False,49.84,60.76,84.38,41.24285714285714,71.14285714285712,48.934999999999995,66.4707142857143,44.67433333333334,53.821333333333335
2025-09-04,Bing Ads,50.690000000000005,23.5,0.05139436741174433,Thursday,False,39.85,58.78,46.9,38.25571428571429,80.59571428571427,45.75428571428571,70.79,44.300666666666665,55.48833333333333
2025-09-05,Bing Ads,19.82,81.03999999999999,0.01934007941063928,Friday,False,50.690000000000005,30.6,50.48,37.10000000000001,76.38285714285712,46.025,72.46857142857144,44.449666666666666,54.492
2025-09-06,Bing Ads,42.85,40.76,0.03924207053567754,Saturday,True,19.82,27.41,56.07000000000001,35.559999999999995,87.96,43.834999999999994,78.25714285714287,43.974000000000004,52.71366666666667
2025-09-07,Bing Ads,33.800000000000004,33.87,0.031651725923618604,Sunday,True,42.85,22.330000000000002,27.970000000000002,37.76571428571429,87.61999999999999,42.89071428571429,70.21785714285714,44.032333333333334,52.034666666666666
2025-09-08,Bing Ads,52.33,34.37,0.044423471947613556,Monday,False,33.800000000000004,38.98,75.72000000000001,39.40428571428572,92.45857142857142,43.307142857142864,72.63714285714285,43.58533333333333,53.163666666666664
2025-09-09,Bing Ads,43.72,0.0,0.0445676800375096,Tuesday,False,52.33,49.84,54.86999999999999,41.31142857142857,55.16428571428569,41.63642857142857,71.45214285714286,44.29866666666667,52.16166666666667
2025-09-10,Bing Ads,50.82000000000001,0.0,0.06478754724597144,Wednesday,False,43.72,39.85,60.76,40.43714285714286,47.13999999999997,40.839999999999996,59.14142857142857,44.81366666666666,50.86900000000001
2025-09-11,Bing Ads,62.760000000000005,0.0,0.08162097487384905,Thursday,False,50.82000000000001,50.690000000000005,58.78,42.00428571428572,30.505714285714255,40.13,55.550714285714285,45.516333333333336,49.132666666666665
2025-09-12,Bing Ads,63.86,0.0,0.05545452443430769,Friday,False,62.760000000000005,19.82,30.6,43.728571428571435,27.148571428571397,40.41428571428572,51.76571428571429,47.327333333333335,49.132666666666665
2025-09-13,Bing Ads,60.79,39.89,0.05425220258810905,Saturday,True,63.86,42.85,27.41,50.02,15.571428571428546,42.790000000000006,51.76571428571429,47.598333333333336,47.837
2025-09-14,Bing Ads,59.4,0.0,0.05453972416831991,Sunday,True,60.79,33.800000000000004,22.330000000000002,52.582857142857144,15.447142857142833,45.174285714285716,51.53357142857143,48.708333333333336,48.354
2025-09-15,Bing Ads,66.49,235.57,0.06219452609896334,Monday,False,59.4,52.33,38.98,56.24,10.608571428571404,47.82214285714286,51.53357142857143,49.37833333333334,46.523
2025-09-16,Bing Ads,63.599999999999994,138.03,0.05530760688693973,Tuesday,False,66.49,43.72,49.84,58.26285714285715,39.35142857142854,49.787142857142854,47.25785714285714,50.72933333333334,54.37533333333333
2025-09-17,Bing Ads,55.0,131.18,0.04834346315521502,Wednesday,False,63.599999999999994,50.82000000000001,39.85,61.10285714285715,59.06999999999997,50.77,53.105000000000004,50.98733333333333,58.97633333333333
2025-09-18,Bing Ads,52.32,0.0,0.050786252088952266,Thursday,False,55.0,62.760000000000005,50.690000000000005,61.699999999999996,77.80999999999997,51.85214285714286,54.15785714285715,50.544333333333334,63.349000000000004
2025-09-19,Bing Ads,56.84,275.85,0.053621252769573316,Friday,False,52.32,63.86,19.82,60.208571428571425,77.80999999999997,51.96857142857142,52.479285714285716,50.106333333333325,60.17466666666667
2025-09-20,Bing Ads,31.72,0.0,0.03567635315796146,Saturday,True,56.84,60.79,42.85,59.205714285714286,117.21714285714283,54.612857142857145,66.39428571428572,49.18833333333334,67.504
2025-09-21,Bing Ads,28.68,69.86,0.027414765319983107,Sunday,True,31.72,59.4,33.800000000000004,55.05285714285714,111.5185714285714,53.81785714285714,63.48285714285714,48.68233333333333,67.504
2025-09-22,Bing Ads,29.16,39.19,0.02612190657177801,Monday,False,28.68,66.49,52.33,50.66428571428571,121.49857142857141,53.45214285714285,66.05357142857143,47.95566666666666,69.83266666666667
