grain,level,forecast_origin_date,horizon_days,actual_revenue,p10_revenue,p50_revenue,p90_revenue,actual_spend,actual_roas,p10_roas,p50_roas,p90_roas
Meta Ads,platform,2026-02-10,90,27433.37,18585.38,16456.67,26452.9,12184.21,2.25,1.53,1.35,2.17
Meta Ads,platform,2026-02-11,90,28445.67,15554.92,16651.96,26116.8,12684.33,2.24,1.23,1.31,2.06
Meta Ads,platform,2026-02-12,90,30244.98,20091.84,19150.59,25397.07,13418.31,2.25,1.5,1.43,1.89
Meta Ads,platform,2026-02-13,90,31744.25,20086.98,19608.76,23776.52,14286.24,2.22,1.41,1.37,1.66
Meta Ads,platform,2026-02-14,90,33245.26,20373.54,24620.93,24611.24,15156.08,2.19,1.34,1.62,1.62
Meta Ads,platform,2026-02-15,90,34155.98,20526.32,24192.33,23365.11,16029.55,2.13,1.28,1.51,1.46
Meta Ads,platform,2026-02-16,90,35397.83,20321.51,27833.93,24146.59,16906.56,2.09,1.2,1.65,1.43
Meta Ads,platform,2026-02-17,90,36554.36,22258.03,28547.22,26650.08,17751.97,2.06,1.25,1.61,1.5
Meta Ads,platform,2026-02-18,90,37178.91,25028.76,28589.53,27518.97,18580.05,2.0,1.35,1.54,1.48
Meta Ads,platform,2026-02-19,90,38308.62,28050.21,28831.78,31562.58,19511.72,1.96,1.44,1.48,1.62
Meta Ads,platform,2026-02-20,90,39220.09,28144.46,29748.54,35487.13,20438.7,1.92,1.38,1.46,1.74
Meta Ads,platform,2026-02-21,90,39997.58,27973.0,31430.4,36834.14,21327.98,1.88,1.31,1.47,1.73
Meta Ads,platform,2026-02-22,90,41673.79,28014.64,32126.03,37069.09,22171.19,1.88,1.26,1.45,1.67
Meta Ads,platform,2026-02-23,90,43718.29,28554.03,31873.67,36988.03,23366.22,1.87,1.22,1.36,1.58
Meta Ads,platform,2026-02-24,90,44995.85,28139.81,33557.61,37646.71,24757.47,1.82,1.14,1.36,1.52
Meta Ads,platform,2026-02-25,90,46430.79,27984.89,33686.98,41262.56,26055.88,1.78,1.07,1.29,1.58
Meta Ads,platform,2026-02-26,90,47490.9,27992.46,34444.77,41420.71,27565.01,1.72,1.02,1.25,1.5
Meta Ads,platform,2026-02-27,90,48650.31,28150.96,34075.7,42697.81,29044.55,1.68,0.97,1.17,1.47
Meta Ads,platform,2026-02-28,90,49772.37,28662.06,30179.16,42033.34,30507.06,1.63,0.94,0.99,1.38
Organic/Direct,platform,2026-02-01,30,322466.93,165418.97,181117.87,326419.28,0.0,,,,
Organic/Direct,platform,2026-02-02,30,312985.09,163632.34,185066.41,324149.33,0.0,,,,
Organic/Direct,platform,2026-02-03,30,299978.44,163935.28,182553.18,324375.99,0.0,,,,
Organic/Direct,platform,2026-02-04,30,289359.39,162534.0,183287.62,323918.15,0.0,,,,
Organic/Direct,platform,2026-02-05,30,276864.31,161312.22,191275.92,323835.08,0.0,,,,
Organic/Direct,platform,2026-02-06,30,263567.98,155682.97,193990.31,324368.68,0.0,,,,
Organic/Direct,platform,2026-02-07,30,252446.3,155785.92,194650.14,325263.66,0.0,,,,
Organic/Direct,platform,2026-02-08,30,240801.07,158944.51,209138.67,330207.2,0.0,,,,
Organic/Direct,platform,2026-02-09,30,229790.8,154088.18,210022.23,329341.57,0.0,,,,
Organic/Direct,platform,2026-02-10,30,217887.87,162563.33,212084.5,329752.39,0.0,,,,
Organic/Direct,platform,2026-02-11,30,206994.21,164651.16,210193.93,329081.93,0.0,,,,
Organic/Direct,platform,2026-02-12,30,196793.95,168203.61,211903.67,325895.18,0.0,,,,
Organic/Direct,platform,2026-02-13,30,182896.39,171790.6,216601.09,325930.81,0.0,,,,
Organic/Direct,platform,2026-02-14,30,171229.43,208611.06,216890.89,326442.61,0.0,,,,
Organic/Direct,platform,2026-02-15,30,157582.06,208730.95,193681.32,330861.29,0.0,,,,
Organic/Direct,platform,2026-02-16,30,142394.38,233839.43,178337.75,330973.94,0.0,,,,
Organic/Direct,platform,2026-02-17,30,128217.73,234465.04,184386.7,330591.8,0.0,,,,
Organic/Direct,platform,2026-02-18,30,121039.88,235807.12,186164.75,330023.08,0.0,,,,
Organic/Direct,platform,2026-02-19,30,117724.18,237476.55,183317.15,330486.87,0.0,,,,
Organic/Direct,platform,2026-02-20,30,116317.32,238515.2,185235.79,331828.09,0.0,,,,
Organic/Direct,platform,2026-02-21,30,108572.12,240755.27,181446.7,332213.06,0.0,,,,
Organic/Direct,platform,2026-02-22,30,101681.34,239841.25,164533.95,332726.61,0.0,,,,
Organic/Direct,platform,2026-02-23,30,94708.47,230600.6,164199.23,331951.52,0.0,,,,
Organic/Direct,platform,2026-02-24,30,92186.26,200995.94,146966.4,332516.01,0.0,,,,
Organic/Direct,platform,2026-02-25,30,89635.19,212264.65,152293.19,331835.1,0.0,,,,
Organic/Direct,platform,2026-02-26,30,88085.69,222133.92,169739.2,332160.59,0.0,,,,
Organic/Direct,platform,2026-02-27,30,85261.29,206012.71,164944.24,332760.28,0.0,,,,
Organic/Direct,platform,2026-02-28,30,83451.59,206353.82,192848.94,330568.67,0.0,,,,
Organic/Direct,platform,2026-02-01,60,401953.85,230544.37,365524.72,350447.16,0.0,,,,
Organic/Direct,platform,2026-02-02,60,412058.09,256961.18,359087.18,348132.22,0.0,,,,
Organic/Direct,platform,2026-02-03,60,427856.32,262580.71,362079.35,347985.74,0.0,,,,
Organic/Direct,platform,2026-02-04,60,440036.95,262322.13,362825.86,347597.54,0.0,,,,
Organic/Direct,platform,2026-02-05,60,453038.35,262620.99,361334.98,347995.82,0.0,,,,
Organic/Direct,platform,2026-02-06,60,467155.65,262748.1,363516.78,347074.85,0.0,,,,
Organic/Direct,platform,2026-02-07,60,480595.22,261277.68,363732.85,347804.71,0.0,,,,
Organic/Direct,platform,2026-02-08,60,490223.36,262650.88,365289.64,351930.32,0.0,,,,
Organic/Direct,platform,2026-02-09,60,500339.8,251735.0,360070.65,353416.92,0.0,,,,
Organic/Direct,platform,2026-02-10,60,512674.57,237911.32,367503.24,355387.38,0.0,,,,
Organic/Direct,platform,2026-02-11,60,524579.17,223615.42,363818.17,346374.87,0.0,,,,
Organic/Direct,platform,2026-02-12,60,534798.88,216159.27,356062.16,343682.28,0.0,,,,
Organic/Direct,platform,2026-02-13,60,549718.0,214280.71,292594.67,341908.87,0.0,,,,
Organic/Direct,platform,2026-02-14,60,562802.37,206639.38,284924.78,341961.41,0.0,,,,
Organic/Direct,platform,2026-02-15,60,577416.19,206156.1,266940.23,340547.63,0.0,,,,
Organic/Direct,platform,2026-02-16,60,593722.34,207623.72,261981.62,335323.65,0.0,,,,
Organic/Direct,platform,2026-02-17,60,608542.56,210220.18,263039.71,335268.18,0.0,,,,
Organic/Direct,platform,2026-02-18,60,614129.5,210673.42,265661.28,335366.36,0.0,,,,
Organic/Direct,platform,2026-02-19,60,615839.94,210890.6,267779.87,335020.93,0.0,,,,
Organic/Direct,platform,2026-02-20,60,616612.02,210693.81,262597.95,337919.42,0.0,,,,
Organic/Direct,platform,2026-02-21,60,622537.3,209760.7,260790.78,338454.75,0.0,,,,
Organic/Direct,platform,2026-02-22,60,625436.2,210505.71,256583.9,338868.76,0.0,,,,
Organic/Direct,platform,2026-02-23,60,629394.03,215217.88,256803.84,338914.88,0.0,,,,
Organic/Direct,platform,2026-02-24,60,629814.26,220543.48,260375.82,340583.55,0.0,,,,
Organic/Direct,platform,2026-02-25,60,630021.67,221100.48,259984.87,340878.3,0.0,,,,
Organic/Direct,platform,2026-02-26,60,629535.45,220173.94,264657.17,340707.86,0.0,,,,
Organic/Direct,platform,2026-02-27,60,628517.38,220267.35,263940.03,340239.78,0.0,,,,
Organic/Direct,platform,2026-02-28,60,627351.08,223572.7,283492.82,338647.55,0.0,,,,
Organic/Direct,platform,2026-02-01,90,233746.56,210545.96,370237.66,247422.31,0.0,,,,
Organic/Direct,platform,2026-02-02,90,239533.16,209562.47,369989.06,245851.69,0.0,,,,
Organic/Direct,platform,2026-02-03,90,242775.75,217193.53,370371.12,253342.04,0.0,,,,
Organic/Direct,platform,2026-02-04,90,244924.85,217439.01,370344.97,253717.7,0.0,,,,
Organic/Direct,platform,2026-02-05,90,247100.9,217537.33,370076.31,260466.09,0.0,,,,
Organic/Direct,platform,2026-02-06,90,251476.44,217602.92,370749.24,276697.88,0.0,,,,
Organic/Direct,platform,2026-02-07,90,257685.63,216975.18,372357.69,276441.11,0.0,,,,
Organic/Direct,platform,2026-02-08,90,259930.68,219613.84,375845.58,332835.05,0.0,,,,
Organic/Direct,platform,2026-02-09,90,262125.6,211616.72,375446.58,337161.21,0.0,,,,
Organic/Direct,platform,2026-02-10,90,264510.65,219555.51,373707.94,336086.2,0.0,,,,
Organic/Direct,platform,2026-02-11,90,268942.35,218885.99,374487.44,362647.07,0.0,,,,
Organic/Direct,platform,2026-02-12,90,273221.0,220384.87,373821.26,389136.43,0.0,,,,
Organic/Direct,platform,2026-02-13,90,286389.68,220837.41,374367.12,390471.09,0.0,,,,
Organic/Direct,platform,2026-02-14,90,293231.87,220165.22,373668.26,342848.81,0.0,,,,
Organic/Direct,platform,2026-02-15,90,305973.66,220308.59,342389.07,283381.38,0.0,,,,
Organic/Direct,platform,2026-02-16,90,310431.74,220024.83,312470.17,282677.57,0.0,,,,
Organic/Direct,platform,2026-02-17,90,312941.47,220515.77,311776.47,282998.01,0.0,,,,
Organic/Direct,platform,2026-02-18,90,316151.51,217721.87,310931.96,286990.73,0.0,,,,
Organic/Direct,platform,2026-02-19,90,322657.16,217016.37,310534.15,279077.08,0.0,,,,
Organic/Direct,platform,2026-02-20,90,325898.16,213836.42,310354.64,282191.82,0.0,,,,
Organic/Direct,platform,2026-02-21,90,332861.24,209434.01,309239.63,268531.67,0.0,,,,
Organic/Direct,platform,2026-02-22,90,341338.18,209624.74,309520.61,240674.45,0.0,,,,
Organic/Direct,platform,2026-02-23,90,351208.11,208392.96,309057.23,216178.06,0.0,,,,
Organic/Direct,platform,2026-02-24,90,373114.9,208519.06,309076.34,216495.35,0.0,,,,
Organic/Direct,platform,2026-02-25,90,389722.18,203244.55,309572.8,216637.98,0.0,,,,
Organic/Direct,platform,2026-02-26,90,415857.33,201201.07,314810.3,204947.48,0.0,,,,
Organic/Direct,platform,2026-02-27,90,433501.79,202349.39,315001.23,206743.39,0.0,,,,
Organic/Direct,platform,2026-02-28,90,445041.3,202291.96,345357.6,208341.59,0.0,,,,
